userName,score,at,content
Nury Abadi,5,2026-05-09 13:14:44,harusnya ga perlu aktifkan lokasi ketika mau beli barang
Eko Siswanto,5,2026-05-09 13:14:40,mantap
Habib Ganteng,5,2026-05-09 13:13:04,waw
Muhammad Usman,5,2026-05-09 13:10:47,memuaskan
Khalisha Zain,5,2026-05-09 13:10:42,paket stuck semua ga jalan-jalan
fadhil fajar,5,2026-05-09 13:08:35,Terimakasih shopee memudahkan berbelanja tidak perlu keluar rumah sangat menyenangkan belanja online berkat aplikasi shopee berbelanja gak ribet dan mengasyikkan
abi rayyan,5,2026-05-09 13:08:16,sangat mudah berbelanja
Destine Khairissalam,1,2026-05-09 13:05:35,tidak bisa membatalkan pesanan saat salah lokasi
Wuwu Mungil,5,2026-05-09 13:02:14,bagus
Mobile Legends,5,2026-05-09 12:59:49,seneng belanja lewat sini gampang. tapi kenapa banyak kendala sih heran
Habibi Kuok,2,2026-05-09 12:56:24,kurir tidak amanah
Muhib Burrohman,5,2026-05-09 12:55:41,bagus banyak diskonnya
Niko Burmese,5,2026-05-09 12:55:17,"maaf ya Shopee,kadang-kadang pengiriman salah tolong jangan sampai salahya biar aku suka!. tapi MBya di kurangi"
Faiz nur rohman,1,2026-05-09 12:55:07,gak bisa chek out
20.Muhammad Sahrulkan8E,2,2026-05-09 12:55:03,"kelamaan pengembalian dana , sehingga kalau butuh uang nya harus nunggu dlu"
Maspaidi Paidimas,5,2026-05-09 12:54:26,berbelanja di shopee murah dan kualitas nya bagus
Nur Aini,1,2026-05-09 12:54:07,"sangat buruk untuk apk shopee sekarang, saya pesan paket sudah 10 hari tidak sampai"" toko dari Tanggerang, tujuan paket ke Lampung, padahal di estimasi cuma 5 hari.. dalam proses pengantaran saja sudah 2x gagal, untuk hari ini yg ke 3x pengantaran gk tau sampai atau tidak hari ini, kejadian seperti ini bukan hanya sekali tapi sudah sering, masih mending di apk totok karna lebih profesional"
Ari slamet,3,2026-05-09 12:52:37,"samakin bagus,tapi tolong untuk waktu pengantaran paket ada tertera nama kurir waktu pengantaran,biar kita bisa tau siapa pengantar paket kita dan siapa yang bawa paket kita"
Nurul Latifah,5,2026-05-09 12:51:33,sampai sekarang masih setia belanja menggunakan shopee dan diskonnya tiap bulan pasti ada dan banyak.
AN2V Borneo18,1,2026-05-09 12:50:26,"Terlalu banyak penjual Penipu tolong shoppe di Cek lagi penjualnya & pengiriman Sangat lambat sampai barang rusak dijalan, Laporan CS nda ad solusinya"
wahyu pujakusuma,5,2026-05-09 12:50:08,"terbantu banget dengan ada nya shoope belanja jadi lebih mudah ,dan sistem return yang praktis,mohon terus di tingkat kan lagi pelayanan Nya."
hendra,5,2026-05-09 12:47:51,keren
Mirai Chikara,2,2026-05-09 12:40:47,"COD Cek Dulu membuat Kurir SPX jadi lama. Memang bagusnya Cek Dulu bisa mempermudah pembeli kalau barang tidak sesuai atau ada kerusakan di jalan. Tapi itu juga termasuk ""Resiko Belanja Online"" yang harus ditanggung oleh Pembeli. Biarkan saja pembeli sendiri yang mengembalikan barang pesanan kalau ada yang tidak sesuai. Bukannya menambah jam kerja kurir yang membuat pengiriman jadi lama. Dari Pengguna Shopee untuk Shopee, ""Kecepatan Pengiriman lebih baik daripada Kemudahan Pengembalian"""
Umardi,5,2026-05-09 12:38:56,oke baik
Minggu,5,2026-05-09 12:36:13,Good job
Jacob Pakaja,5,2026-05-09 12:33:10,bagus membantu ekonomi
Panzer KuroTiger,1,2026-05-09 12:31:47,"iklan lu tuh ganggu anjing, udah syukur gw download gw simpen di hp gw tapi tiap iklan lu muncul gw langsung di arahin ke apk lu. mana berulang lagi. gw hapus, gw pengin tenang gak di ganggu iklan lu. cuih."
Nul Darasista,5,2026-05-09 12:30:28,Puas Pakai Shopee
Seger Subagio,5,2026-05-09 12:30:16,ok
Dani Dakar,5,2026-05-09 12:30:14,"aplikasi shopee sekarang berat lemot banget padahal udah di update versi terbaru, gak kayak dulu lancar, sekarang banyak kendalanya mau buka aplikasinya suka lamaaa..kadang ngeblang putih doang, mau memuat halaman juga sama lama terkadang keluar sendiri dari aplikasinya, tolong pihak terkait diperbaiki lagi aplikasinya🙏🙏, udah coba beberapa cara tetap aja kayak gitu"
Acinputra Putra,4,2026-05-09 12:28:46,4 dulu
joknan jj,5,2026-05-09 12:28:27,lumayan
Aryanto Munawar,2,2026-05-09 12:26:43,sejak dulu saya pelanggan vip. beberapa bulan ini shopee menyebalkan. seolah dengan memberi kompensasi tak berguna sepuluh ribu perak kemudian menganggap enteng keterlambatan kurir. eh kita gak butuh duit kompensasi
Trevor monsterveson Damara,5,2026-05-09 12:24:46,rp shopee ini rp. 200000 ipad pro 13 m5 inch banget sih kalo aku gk harusnya kenapa sih shopee 0% ini ada
Dimas Pradhipta,1,2026-05-09 12:24:09,Shopee Pinjamnya lama banget approvalnya padahal gw termasuk orang yang selalu bayar tepat waktu jadi mendingan pindah kesebelah aja apk ijo
Ujang Kholid Irawan,5,2026-05-09 12:21:27,"shopee,memang ok"
untung,5,2026-05-09 12:18:44,Bagus
Bakty Setiawan,5,2026-05-09 12:17:16,selama saya menggunakan shopee segalanya JD mudah dan gampang barang yg sy cari selalu ada dan juga murah banyak ragamnya juga .selama ini shopee selalu menjaga agar konsumen tidak ragu atau bimbang terhadap pelayanan pembelian produk yg diberikan kepada konsumen.serta selalu menjamin kenyamanan bertransaksi.mantap pokoknya . trima kasih shopee
Gaspar Luandjaja,5,2026-05-09 12:17:00,"Bagus, ⁰⁹-05-2026"
I Apank,5,2026-05-09 12:16:56,membantu sekali
Riyanto Riyanto,5,2026-05-09 12:15:50,mempermudah
romi januarsah_tea,5,2026-05-09 12:14:44,Responsif Good Costumer Service Pokoknya Tingkatkan terus pelayanannya min
gede sudo,5,2026-05-09 12:12:59,jos
Ponsel Trade,5,2026-05-09 12:12:22,mantab ziwa
Kamale Din,5,2026-05-09 12:11:12,"harga murah ,pengiriman cepat,barang yg di toko seller sesuai.banyak promo dan vuchernya.makasi shopee lite"
erlangga bayu,1,2026-05-09 12:10:33,udah kerasa semenjak ada spx paket jadi pending lama .kalo dari pihak ekspedisi masih belum bisa cover .balik aja kayak dulu. mau ambil di drop point juga gak bisa.
Sansaj,1,2026-05-09 12:09:40,nggak bisa ke instal
Dadang Suryana,1,2026-05-09 12:09:09,ini apk lama² jadi semacam apk tiktok. setiap buka apk shope langsung disambut video drakor. sungguh menjengkelkan orang mau cari barang malah suruh nonton drakor
lesmana fik,1,2026-05-09 12:07:59,"cs dan tim shopee skrang kinerja nya pada buruk ya, masalah blm di selesaikan, lgaung ttup chat/ tutup laporan dengan jwban yg template itu2 aja, di tnya apa jwbnya apa, kyknya pada males bnget utk mmbantu permasalahan kami, smpe di kasus pelaporan aja bgitu di jwab dgan jwaban yg template, lgsung main ttup laporan gitu aja dgan di tandai masalah selesai. ampun dah shopee shopee. bngung sy utl cri solusi ny, sdang kan chat cs dan lgsung ke tim nya aja kyk gitu"
Yuli Yani,1,2026-05-09 12:07:39,kak ini kenapa udah ngikutin standar shopee msh di hapus yaaa.. kebijaksanaan dari mn ini.. ga masuk akal sii... standar shopee udah.. msh di hapus.. aneh.. ga kayak toko ijo dan tok tok ga bnyk aturan lama2 shope di tinggal sama bnyk orang
Achmad Apriyudin,1,2026-05-09 12:07:19,berak
latifah hanum Sitompul,5,2026-05-09 12:06:43,keren
eno _na,1,2026-05-09 12:02:47,"pengiriman lambat, sudah lambat di batal kan sepihak. tanpa alasan tertentu. kecewa"
Risca Amalia,2,2026-05-09 12:02:19,"kenapa susah banget sih kalau lagi chat sama kurir? selalu loading muter2, ujung2 nya pesan tidak terkirim, padahal koneksi kenceng, chat sama penjual juga aman2 aja, giliran chat sama kurir loading terus berujung pesan tidak terkirim, dan ini sudah berlangsung lama bukan baru2 ini, padahal apk sudah di update, sudah di clear chace"
Nurjannah Ayunnisa,5,2026-05-09 12:01:04,"Aku rating buruk dulu smpe akunku balik dan pesananku dimunculin statusnya apa kalo ga minimal saldo ku 500ribu itu dibalikin, cs juga skrg gda respon biasanya paling cpet 5 jam bales ini lebih dari 5 jam gables bales"
Jamilaah,5,2026-05-09 11:59:57,pokok Nye shopee dee..h
Growto Pekok,5,2026-05-09 11:57:44,pokoknya puas
Tri Yani,1,2026-05-09 11:57:42,"kyk udh bener unisntal aja,..ganti ke hitam lebih cepat...pihak shopee payah gk ada perbaikan."
Ramadhani,5,2026-05-09 11:57:16,saya senang belanja di shopee
schandraw,5,2026-05-09 11:55:19,"Belanja di shopee sering puas. Tapi kalau da penjual nakal, bikin kita kesel gk puas, kecewa abis misalnya, tolong shopee ikutan menertib kan dong.....agar kita tambah suka ma shopee.❤❤❤"
Fatimah Fatin,5,2026-05-09 11:54:58,hu hu 😑😐
imam suyudi,5,2026-05-09 11:53:50,mantap
Asma Wiyah,5,2026-05-09 11:53:42,"saya sangat puas dengan pelayanannya mas kurirnya baik baik dan sopan,, semoga Shopee makin jaya"
Muhammad Sudarto,5,2026-05-09 11:51:59,shopee cukup informasi dan berkualitas
Wahyu Pribadi,5,2026-05-09 11:49:47,shopee the best
abenk domasan57,3,2026-05-09 11:48:33,"Demi Image Shopee Saya Mohon Bagi Penjual Yang Tidak Amanah Blokir Saja,,,Atau Perketat Bagi Pendaftar Yang Akan Berjualan Barang Di Shopee,,, Harus Jelas & Amanah,,, Karena Saya Sering Kecewa Belanja Di Shopee,Begitu Barang Sampai Tidak Sesuai Deskripsi,,, Terimakasih."
Yoga Akbar,1,2026-05-09 11:46:52,"tolong buat pemerintah lebih di perhatikan lagi ini Shope, sungguh banyak merugikan masyarakat indonesia, apalagi pedagang yang sering di main pembeli untuk minta dana refund dimana uang pedagang jadi tertahan, mending pedagang yang banyak modal, kalau baru jualan, gimana nasih makan anak istrinya kalau uangnya tertahan ? perlu di perhatikan untuk dapat toko"" merchant yang tidak proporsional ini buat kantor perwakilan di tiap daerah,agar melayani komplain lebih baik"
Arumi Gayatri,5,2026-05-09 11:46:20,mantap
Triyono Tiyo,5,2026-05-09 11:46:06,"Sebagai aplikasi Olshop sudah bagus, CUMA Iklan Shopee SANGAT MENGGANGGU disetiap aplikasi lain & selalu otomatis masuk? Sistem lacaknnya acak-acakan"
Roen Saputra04,1,2026-05-09 11:44:42,tolol
Irna Andreyani,1,2026-05-09 11:44:01,"shopee food sekarang banyak kali biaya ini itu nya, di luar biaya pengiriman kenak 13.000 di luar biaya ongkir, masak ada biaya pengemasan seharusnya beli makanan ya udh itungan sama biaya pengemasan tambah lagi biaya lain² nya. padahal nanti biaya nya gk nyampe ke seller dan harga yg tertera juga pasti lebih mahal dr harga seller, ini di bebani lagi biaya lain² mending shopee perbaiki diri lah, udh banyak orang yg komplain masalah biaya ini itu jangan nanti orang² ninggalin shopee"
Dede Yaya,4,2026-05-09 11:43:58,"kenapa ya belakangan ini paket nya lama sekali datang padahal etimasi nya 3 hari tapi seminggu belum datang juga, ini udh kesekian kali nya lo padahal waktu kita berharga"
Rahniga Putri Pratami,5,2026-05-09 11:42:15,mantap
Bisma Irawan,1,2026-05-09 11:41:05,"paket sudah 10 hari belum sampai , pengiriman bolak balik ngga jelas padahal alamat nama nomor dah sangat jelas , lambaaaaaat"
Zha Naina,5,2026-05-09 11:39:33,bagus
Herry Agung Subagyo,5,2026-05-09 11:38:47,sangat membantusekali
Tinar tin,2,2026-05-09 11:38:05,"Lumayan sih belanja disini tp ..... (""hadiahnya kecil bangeettt kurang banyak"")."
Krisna Putra,5,2026-05-09 11:37:11,suka dengan promonya
THALITA NARAYA awondatu,1,2026-05-09 11:36:33,"APAAN SEKRANG SHOPEE, DULU PAKET TELAT SAMPE DAPET VOC POTONGAN 10K MIN BELANJA 10K, SEKRANG MIN BEL 120K?!!! GA MASUK AKALLLLLLLLLL!!!!!!"
Kiki Pasiran,5,2026-05-09 11:33:24,mantap
Susanto CakraTunggal,5,2026-05-09 11:32:41,"lumayan lengkap ,harga terjangkau"
Salsabillah Khoirunnisa,1,2026-05-09 11:32:12,"4x pesennnnn kenapa pesanan saya dibatalkan truss?pdhl udh jelas"" estimasi tiba nya udh tertera oke deh klo telat 4/5 hr ini smpe berminggu"" udh gtu maen batalkan aja ga lagi"" deh pake shope lgi"
Rojack Ajha,1,2026-05-09 11:31:07,"shopee sekarang lama banget pengiriman nya gak kayak dlu. apalagi semenjak gak bermitra lagi sama ekspedisi lain, udah kayak se enak jidat ngirim paket orang. 👎👎👎👎👎"
Iswardi Yahya,5,2026-05-09 11:30:58,shopee konsisten free ongkir...excellent
Buyung Luhur Pambudi,1,2026-05-09 11:26:38,"Waspada sebelum langganan VIP! Meskipun sudah bayar, promonya tetap sistem rebutan dan vouchernya banyak yang eror. Saya pribadi sudah rugi voucher McFlurry karena hilang di sistem tanpa bukti. Sampai sekarang, voucher Point Coffee dan McD Ice Cone pun masih belum bisa digunakan. Pikir-pikir lagi sebelum langganan."
Ratna Komala,5,2026-05-09 11:26:38,penglman yg memuaskan
Nuri Nh,4,2026-05-09 11:26:04,Soal voucher Shopee enak banget banyak voucher dan gratis ongkir. Tapi aplikasinya agak lambat jadi berat harus sinyal kencang banget.
ABHIVANDANA RUNA,5,2026-05-09 11:21:35,aplikasi nya membantu buat orang yang males keluar
Sendy Ranty,1,2026-05-09 11:20:20,kenapa sih shopee sekarang pengiriman nya selalu lambat sampai bisa 6hari Baru sampai...padahal sudah dalam perjalanan ke alamat..tapi defkripsi nya di tunda trus .kenapa begitu ya..sampai saya samperin ke gudang shopee nya loh
Muman Maulana,5,2026-05-09 11:20:05,bgus
Supriadi Gustom,5,2026-05-09 11:18:49,tempat berbelanja paling murah
Nia Febiyanti,2,2026-05-09 11:18:37,setiap mau return barang dishopee ga pernah diambil.padahal udh 3hari lebih tapi ga pernah diambil
Iwankurniawan Kurniawan,5,2026-05-09 11:17:42,"bintang lima biar d bacaa,,, aga heran sihh sama akun shoppe nyaa , kenapa ga bisa bayar cod harus lewat tf teruss kan aku jadi susah kalo mau chekout barang"
Jimi Slow,4,2026-05-09 11:17:33,oyoyoy
Loli Cania,5,2026-05-09 11:17:15,sangat membantu dalam keadaan normal
Esa Lingga Suri,4,2026-05-09 11:16:57,"bagus si sbnrnya, cmn skrg suka kesel grgr shopee foodnya lama bgt, nyari drivernya lama, pernah sampe sejam, aku lupa batalin, sampe dapet driver 1jam lebih, kadang jg suka eror, pesen makan resto jarak 1km malah keubah 5km, suka bingung, pokonya mines di driver doang lama bgt, tolong itu knp bisa lama"
Aprianty Riri,5,2026-05-09 11:16:04,oke bgt top sukses selalu shopee
ADIATMA OFFICIAL,1,2026-05-09 11:15:21,makin kesini makin gak. jelas saat cek harga harga awal 15 k Saat cek out berubah ubah kadang 16k kadang 20k/ each jadi kita sebagai pembeli bingung mau cek out payah payah gak recomended mainin harga
Rieadarie,1,2026-05-09 11:14:50,"ga usah sok manis krn aslinya IBL.S! klen buat aturan makin mencekek, pemgembalian produk! pot 23%! iklan 25rb/produk/hr bahkan skrg lbh klen cekek hny krn dilihat! isi habis 25rb utk 3 iklam ga sampe 5mnt habis,mau keln iklan 1jt sehr! Brp pastikan omset!klen pikir semua pemain besar! Ecom j.h.n.am! bkn krn klik lg bkn diringankan krn ada yg beli,bukan dukung umkn tp di b.n.h berlahan!Aku sumpahin klen yg buat aturan kelak kelen akan susah sulit kehidupan lalu dicekek lg! Zolim! tdk ada nurani!"
Muhamad Alfi,1,2026-05-09 11:13:14,tolong ya buat Shopee.. uang saya belum juga di kembalikan.. dalam proses terus katanya nunggu 1x 24 jam tapi ini udah melebihi estimasi nya. cs nya bilang tinggal di tunggu aja gak ada keterangan lain. di tanyain lagi ke cs yang lain suruh ngisi form nya kenapa gak dari kemarin coba suruh ngisi nya kalo gini saya jadi nunggu lebih lama lagi.
nyai haji,5,2026-05-09 11:13:10,puas
yanto,5,2026-05-09 11:12:58,sangat puas
Dapi Str,1,2026-05-09 11:12:58,aplikasi penipuan
Riki Susilo,5,2026-05-09 11:12:11,Kren
Rudy Tsyaa,1,2026-05-09 11:09:01,paket selalu saja ngestuck
Danny Dpo,1,2026-05-09 11:07:11,sering berpindah ke aplikasi shopee sendiri dan itu sangat mengganggu
Bulla 02,4,2026-05-09 11:05:19,4 bintang dulu ya so msh banyak toko yg kurang amanah lain d pesan lain juga yg d kirim jd klo bisa shopee lbih selektif lagi
Ika Sucihati,5,2026-05-09 11:04:21,selalu puas belanja di shopee dan Alhamdulillah barang yg aku pesen selalu sesuai.
Dedi Junior,1,2026-05-09 11:03:44,Suka salah kirim paket
Sorek Satu,5,2026-05-09 11:02:44,semoga di baca
Ahmad Kurnia,2,2026-05-09 11:01:53,shoppe knapa paket saya gak sampe² dah melebihi estimasi gak gerak sama sekali ini gimana ini
Adrian Abudede,5,2026-05-09 11:01:23,Bagus Nih Aplikasi Gua Beli Baju Real Madrid Kualitas Bagus Banget Udah Gitu Pengiriman Nya Gak Lebih Dari Estimasi
Elly Marlina,5,2026-05-09 11:01:13,pengiriman cepat
Yogi,1,2026-05-09 10:58:50,"Pihak shopee sanat lemot menangani masalah, pesan barang ke pelapak disini sudah ada resi untuk pick up barang tapi barang tidak di serahkan ke jasa kurir, dan chat penjual tidak di respon, pengajuan pembatalan harus nunggu waktu lama sampai penjual merespon. padahal penjual tidak merespon chat, sangat kecewa shopee tidak bisa bantu, mau cari barang di toko lain jadi terkendala harus menunggu di setujui pembatalannya. belum lagi masalah lain."
Didit,5,2026-05-09 10:56:53,sangat membantu
Aku Wae,5,2026-05-09 10:52:21,"sangat puasss, pengembalian cepat dan kirim cepat"
Hery Fasila,5,2026-05-09 10:51:14,mantaf
turino turino,5,2026-05-09 10:50:57,mantap lah
Muksin Alatas,5,2026-05-09 10:50:57,bagus
Itell Cel,5,2026-05-09 10:50:50,keren
Joko Priambodo,5,2026-05-09 10:50:37,bagus
Nay Ros,1,2026-05-09 10:50:15,tolong ya cs nya bisa di edukasi buat nanganin masalah biar g template jawabnya
Dias Baru,1,2026-05-09 10:49:10,kenapa spyliter saya ngga bisa di pake????
adi pati,5,2026-05-09 10:44:27,sangat puas
sunatha lisha,5,2026-05-09 10:43:54,keren
Infinix 3398,5,2026-05-09 10:42:56,selalu puas berbelanja di shopee 🤗 pengiriman selalu cepat dan harganya juga selalu terjangkau
Simarmata dosiraja,5,2026-05-09 10:41:53,kenapa ada pembatasan cod..jdi gk bisa mesan barang lagi saya
Putri Salsabila,5,2026-05-09 10:38:05,bagus banget. sangat membantu sekali memudahkan untuk belanja dari rumah. tanpa ribet keluar rumah belum lagi panasan polusi harus antre lagi. cukup dengan rebahan buka aplikasi shopee tinggal pilih scrooll pokoknya aplikasi ter the best. makasih ya sukses selalu.
Hernawati,5,2026-05-09 10:37:33,berbelanja d shopee pengantaran kurir nya bagus dan ramah 2
Andika 23x,5,2026-05-09 10:37:24,bagus untuk belanja online
TripleP 8984,5,2026-05-09 10:34:06,"online mall terbaik aqohhh, sementara ini. buat yang komentar aplikasi lemot, bikin hp lemot..heyyy hellow di update makanya aplikasinya. tiap tanggal kembar, pay day itu pasti ada update, ada promo baru, voucher baru. aplikasi itu gak cuman stay..tapi di update..sesimpel itu. trus hp, gadget kalian juga di update..cek sistem update di pengaturan hp kalian. jangan nyalahin aplikasi kalo hp kalian lemot. cek update berkala, atau nyalakan otomatis update di jaringan apapun."
Akun Zulkifli,5,2026-05-09 10:31:37,mantap sangat membantu
Raqilla Chanza,5,2026-05-09 10:30:48,Ok bngt
DEDY key,5,2026-05-09 10:28:58,berbelanja sangar aman dan nyaman
Ninda naura,5,2026-05-09 10:27:49,sangat membatu
Adriela Agatha,5,2026-05-09 10:24:22,"Shopee teman dalam berbisnis dengan adanya aplikasi shopee ini secara online saya diberi kemudahan dalam melakukan transaksi sehari hari dalam kebutuhan pribadi dan bisnis,terima kasih Shopee semoga kedepannya LBH bertambah maju dan sukses selalu🥰😇"
Berkat Jaya Lombu,5,2026-05-09 10:23:18,Sangat memuasakan
kelvinnaparo damares,5,2026-05-09 10:21:41,nice so fast
Ainun Bintang,5,2026-05-09 10:18:13,ni saya kasih bintang 5. tolong diperbaiki. semoga bukan pengguna vip aja yg bagus layanan nya.🙏🏻🙏🏻banyak vidio produk yang pakek Ai jadi g bisa lihat yg asli... barangny bagus atau tidak..jadi tidak sesuai...ditambah notif pengiriman lambat.. terima kasih
Lyuesan`,4,2026-05-09 10:17:07,bisa nggak si kasih fitur nomer pengirim barangnya supaya bisa ngasih tau misal lagi g dirumah/naroh uangnya dimana gitu
sayang you,5,2026-05-09 10:15:42,sangat baik pelayanan
Herbin Zen,2,2026-05-09 10:14:55,"aplikasi belanja tidak ada perlindungan dari penjual nakal ,saya beli kaos datengnya kardus Ama sendal jepit,,,STTS kiriman masih di jasa pengiriman ,tapi barang sudah dateng,untuk return juga akhirnya tidak bisa"
Mardi tarihoran Mardi tarihoran,5,2026-05-09 10:14:36,sangat puas
Dedi Kurniawan,5,2026-05-09 10:11:09,biar di baca telat notif nya tangal nya jga
Wardha Ayu,1,2026-05-09 10:08:17,"pengirimannya lama banget udah hampir 8hari gak dikirim kirim, 3x juga paketnya ditunda sama kurirnya, memangnya ada kendala apa Sampek ditunda 3x pengirimannya?ganti ajalah ekspedisi nya lama banget spx gajelass, udah chat di IG shoope juga tapi tetep disuruh menunggu Sampek estimasi yang ditentukan? udah 3x loh ditunda paketnya, ekspedisi gak jelasss!!!"
Nur Hadi,4,2026-05-09 10:07:54,sementara 4 dulu ya masih ada kekurangan
Ocha Gultom,5,2026-05-09 10:04:38,Sangat memuaskan
faqih mudjtahid,5,2026-05-09 10:03:37,"baru pertama pke Quris sopeepay, cepet itungan detik,luar biasa,jos gendos"
ROBI ROBIBOB,3,2026-05-09 10:03:21,baru kali ini beli barang pengiriman lama apa karena jarak yang sangat jauh 🙏
Suhaib Sjaban,5,2026-05-09 10:02:42,"ada apa dengan pengiriman shopee nih, masa barangnya diputer2 udah mau sampai malah dibalik ke sortiran lagi kan lucu, chat dengan cs tidak dapat melayani, gimana ni, mohon bantuannya"
Yoyo Suweknyo,1,2026-05-09 09:58:40,iklan nya sangat meresahkan
Shoul 1991,5,2026-05-09 09:58:02,suka
HARIONO coyong,5,2026-05-09 09:57:42,lanjut
Siti Maesaroh,1,2026-05-09 09:54:44,"makin kesinih jelek banget dikit2 pelanggaran,padahal ga macem2"
Memey Ie-Che,5,2026-05-09 09:54:18,"terpercaya,murah dan pengiriman cepat"
Ela,5,2026-05-09 09:53:44,shopee mantap is the best
NURUL HUDA,1,2026-05-09 09:52:47,"promo nya mantap, lebih banyak lebih seru"
nanank ipoel,5,2026-05-09 09:49:11,"Kurir Shopee express nya GaJe Ud 2 hari paket di kurir ga sampai2 Hari ke 3 ga sampai juga, saya kasih bintang 1"
Alya Al,2,2026-05-09 09:47:58,kek mana ni min paket saya stuck di tanggerang mulu hampir 1 bulan
Rahmat Fairuz,5,2026-05-09 09:44:40,ya sangat membantu dan banyak barang yg saya udah pesan
De Pok,3,2026-05-09 09:43:54,"cod nya,barang rusak di r ijek lsg cod. di blokir"
akra Dedra,1,2026-05-09 09:43:04,"optimalisasi aplikasinya masih buruk, nyari barang A, yg keluar malah I-Phone dan ntah kenapa Default nya selalu I-Phone, dimohon optimalkan lagi aplikasinya karena saya juga sering belanja disini 🙏"
Edward Syam,5,2026-05-09 09:39:24,shope memang banyak menolong belanja online
auto berkah,5,2026-05-09 09:38:32,cepat tepat akurat
Ahmad Alimi,2,2026-05-09 09:37:34,"kemarin ada pesen barang, mau return tapi susah prosesnya. jadinya ya nggak jadi return, barang gletak aja di rumah. sekarang beralih ke apk TT."
Isarah Aniah,5,2026-05-09 09:36:58,"shoppe memang mantap dech,,,apa pun yg mau dibeli smua ada,cara pengajuan nya juga tidak ribet.pokoknya the best,,,sy suka menggunakan aplikasi ini.semoga tambah sukses dech tuk shopee,,,"
Rovy Rovy,4,2026-05-09 09:35:51,"bisa gasii tau tempat kalo narok iklan, ujian gue jadi telat ngumpulll!!"
Al Amin,5,2026-05-09 09:35:35,puas
GG You,1,2026-05-09 09:32:27,"Jgn sekali2 pakek espedisi spx dari shope lemot parah, nggak 1/3x paket aja, yang awal nya estimasi 2-3hari jadi 7-10hari badahal di kota besar Bukan di desa mending pakek espedisi yang lain"
Ifa Afriani,4,2026-05-09 09:29:42,puas
Iftita Kurnia,5,2026-05-09 09:28:55,mau cari apapun ada. aplikasi mudah digunakan bagi pemula
Renita ria Piandani,5,2026-05-09 09:26:59,baik
Bang Iwan,5,2026-05-09 09:26:46,ok bgs sngt membantu dlm perbelanjaan
andy Irfan,5,2026-05-09 09:25:28,"aplikasi yang sangat bermanfaat untuk mencari barang yg di butuhkan tanpa harus pergi ke toko langsung,& juga untuk layanan foodnya sangat membatu ketika malam"" ingin makan namun tidak ada kendaraan shopeefood solusinya,terimakasih sukses selalu untuk shopee🙏🙏🙏👍😊"
Andi,1,2026-05-09 09:22:15,apk kagak berguna setiap gw mau instal di chrome selalu muncul ini di harahin ke apk gua kagak mau beli mohon jangan memaksa masuk ke apknya 🙏
Maria Susilowati,5,2026-05-09 09:21:56,terus tingkatkan layannan baiknya
Dewi Ra,1,2026-05-09 09:18:43,HERAN!! Barang sdh di bayar pas pengembalian dana susah skali😡 masa alasan ga jelas😡😡
Fadhila Ridhayanti,2,2026-05-09 09:13:31,"Kenapa kok skrg kalo pengiriman barang besar, ada tambah bea ukuran khusus? pdhal ekspedisi sudah milih yg kargo... Plis, namanya aja kargo, ya pasti barang kirimannya gede2... Masa diatas 3kg udah ada bea ukuran khusus? kalo pake reguler tuh baru make sense ada bea ukuran khusus... Tapi ini kargo, KARGO... yg dikirimnya ke alamat tuh pake MOBIL... Gila bgt kamu ambil untungnya ya..."
Farhan Abas,5,2026-05-09 09:11:43,Bagus
Ari Suhardianto,5,2026-05-09 09:11:24,keren
Imand Bae,3,2026-05-09 09:08:47,"Untuk bagian pengiriman, kalo barang udah sampe, masa pilihannya ajukan pengembalian sama lacak, aturan Ajukan Pengembalian sama Nilai, jadi orang ga klamaan nilainya"
Josi Natalis,5,2026-05-09 09:04:32,paling the best.🥰
Iman,1,2026-05-09 09:00:25,biaya-biaya yang ditanggung penjual naik teruuuusss.
Ahmad hasbulloh,2,2026-05-09 09:00:08,"skrang"" ini lemot bner pengiriman shopee 1 minggu lebih trus bru dateng sedikit masukan klo cari tendr jasa kirim agak bagusan dikit"
Suprihatin Aja,5,2026-05-09 08:56:03,mantap shopee..
Ana putri Rahmawati,5,2026-05-09 08:55:59,"Senang sekali pakai aplikasi ini, aku bisa belanja murah"
Airdrop Beginner,1,2026-05-09 08:55:57,"jadi afiliator komisi ga seberapa maaukin data pajak aja sulit bg, harus npwp yg di padankan , npwp aja napa sih , gausah aneh aneh kebanyakan ini itu"
Irwan Irwandi,4,2026-05-09 08:55:24,mudah
Nova Ova,5,2026-05-09 08:52:27,kenapa setiap top up tidak ada namanya ya ... pengirimannya lama kadang 3 hari 5 hari gak bisa instan ya ...
Tomisafa ID,1,2026-05-09 08:51:56,Aktivitas tidak wajar
Adam Akbar,5,2026-05-09 08:47:17,shopee sangat responsif terhadap keluhan konsumen ok banget
asri Jayanti,5,2026-05-09 08:47:13,shopee sangat.. sangat membantu untuk kami dalam hal belanja dan lainnya. terima kasih shopee. lancar dan sukses.
Remi Yuliati,1,2026-05-09 08:45:49,Spx instant rasa reguler pesanan belum di pickup up udah 2 hari. reguler gratis ongkir dan spx instant berbayar. bukannya auto ganti ekspedisi ini malah masih spx instant terus sampai kapan mau di pickup ini barang mau di pakai urgent. kapok Makai spx instant tau gitu Makai reguler saja.
Luh sri Suryanti,5,2026-05-09 08:41:39,sangat bagus
coco Ganteng,5,2026-05-09 08:41:38,ok
